gene,std
Cluap1,1.824791790793416
Clybl,1.7393810558540286
Cmbl,1.93568948683442
Cmc1,1.7279890921716095
Cmc2,1.9900614391984564
Cnbd2,1.5779370089364646
Cngb1,1.8386069037944484
Cnih1,1.7374220502201227
Cnih3,1.7400355442125304
Cnnm3,1.7238713367976812
Cnot8,1.8814751144348918
Cnpy1,1.7485667161181715
Cntln,1.7926087990631332
Cntn2,1.7463152445194676
Cntn3,1.710747025523156
Cntnap5b,1.7415935351420433
Cog7,1.6982350464075329
Col18a1,1.8130502357678475
Col24a1,1.6911724466565534
Col25a1,1.7606275858412919
Col6a5,1.7804646530467225
Col8a1,1.7416581453591824
Colec12,1.963333657245395
Commd1,1.7528287578314525
Commd3,1.7340679598818631
Coprs,1.7480944052318967
Coq10b,1.7228179786006055
Coq3,1.748485966100579
Coq8b,1.703415850032004
Coro6,1.7416890848061217
Cox11,1.7709624848359171
Cox5b,1.635249412939449
Cplx2,1.7145554281252111
Cpne2,1.7094092450418286
Cpne4,1.7990122702305573
Cpne7,1.7543337612996035
Cpox,1.662563858584927
Cpped1,1.7599913314748743
Cpt1a,1.7463332047560893
Cracr2a,1.734077716677103
Cradd,1.746760608640526
Creb3l2,1.9949006221370342
Creg2,1.820872822423003
Crem,1.730961646172826
Crispld1,1.8568420865984336
Crlf3,1.746531800219775
Cryab,1.7466189869018336
Cryl1,1.7981305208761558
Csgalnact1,1.7653342191963395
Csmd3,1.7477001970426962
Ctnna1,1.7736102060566608
Ctps,1.796483471370395
Ctsl,1.8488878678512783
Ctxn2,1.6589414025056108
Cuedc2,1.8056574754515484
Cul4b,1.823482692865833
Cx3cl1,1.7193573053994788
Cyb5d2,1.7706141668280244
Cyp20a1,1.7400248056881351
Cyp2c55,1.7691152252279434
Cyp4f17,1.836470608358371
Cyp4x1,1.7269611785258445
Cyp7b1,1.7850017727695426
Cyth3,1.7321841674666012
D330023K18Rik,1.5670064962156622
D630024D03Rik,1.8049895256524653
D6Wsu163e,1.681462461416599
Dach1,1.7634145782226134
Daglb,1.8036951586042567
Dap,1.7899902606916587
Dars2,1.7948170417395968
Dbi,1.7463118828914619
Dcbld1,1.7440713452421306
Dcbld2,1.69852071818211
Dcp2,1.7181008848162331
Dcps,1.7538378548796545
Ddb2,1.7967342416703866
Ddit3,1.714026999333586
Ddx3y,1.7696199704097693
Deaf1,1.8990122957899496
Degs1,1.6615692687466703
Dennd2a,1.722303225862144
Denr,1.703846136807569
Dera,1.7200350595362417
Det1,1.7600787778657245
Dexi,1.71695795176102
Dgka,1.733911721632731
Dgkg,1.7337885811403861
Dglucy,1.6933870187224687
Dhrs13,1.742791864104372
Dhtkd1,1.686307081298878
Diaph2,1.7385532475410457
Diaph3,1.7593464496184852
Disp1,1.7427206543942544
Dlg3,1.6416364731809672
Dmac2,1.7077781022421177
Dmac2l,1.8059106754170182
Dmc1,1.7154350799530038
Dnah7b,1.6415239698093602
Dnaic1,1.6960737732122748
Dnajb1,1.7081553830075014
Dnajb12,1.7423789233950977
Dnajc19,1.7072589511342253
Dnajc2,1.798349855401975
Dnajc21,1.7448892322825613
Dnajc25,1.7440898752163307
Dnhd1,1.7515051826166752
Dnttip2,1.7323002714497249
Dock11,1.7752877627679162
Dock6,1.7669568252383496
Dpf3,1.7036853364798217
Dph5,1.7754960359566756
Dpp3,1.957070401581787
Dpy19l1,1.7427967965847635
Drc1,1.7398976845816183
Dsc2,1.7280709492503017
Dse,1.7316614210671366
Dtwd1,1.7354315269998504
Dtx4,1.7195277628374968
Dus4l,1.673258127669306
Dusp16,1.7359719372328353
Dynlrb1,2.5551607563616123
Dzip1l,1.729567108893537
E230001N04Rik,1.954191251359428
E430024P14Rik,1.7454561184693786
Ears2,1.7686097275208537
Ebf4,1.730585153170229
Ebpl,1.8508383449404264
Eda,1.9721935513468896
Edem1,1.7309587539767288
Edem2,1.7419761137150034
Eed,1.6167001060867103
Eef1akmt1,1.6638533513512692
Eef1b2,1.736820326180238
Efcab2,1.7234724649162532
Efcab5,1.7311329237405042
Efcab6,1.6974911469474085
Efcab7,1.7203261945691186
Efhc2,1.7368173459997671
Egfr,1.7347831270032572
Ehd4,1.7593200239124813
Ehhadh,1.8450126889733842
Eif1ax,1.6677049451638608
Eif1b,1.8622375298339888
Eif2b4,1.8594596900337235
Eif2s3y,1.8518588671899339
Elac1,1.7541584029491684
Elf1,1.746308759417279
Elk3,1.688379317749752
Elob,1.7920690600080744
Elovl4,1.7346020316631188
Elovl7,1.7604581561131827
Elp5,1.7540454810605057
Elp6,2.4399849293054707
Emc10,1.6159777909424091
Endod1,1.834513061223347
Enpp2,1.7339661254859065
Entpd3,1.7673574473037978
Entpd5,1.7656400344024172
Epha4,1.677735649863537
Epha7,1.8437651590649673
Ephb1,1.8291636826166877
Erbb4,1.8340451103112405
Ercc8,1.731405688219501
Erg28,1.8971209434319725
Erh,1.8344104361048763
Eri2,1.726308066037558
Erich1,1.7460321250120758
Erlin2,1.7318376097677772
Ermp1,1.7581906969258756
Ero1lb,1.9497488260923421
Esd,1.6564091985801137
Esr1,1.5262437172382455
Esyt3,1.7567329299672136
Etf1,1.734724344476862
Etl4,1.8068641437056496
Etv1,1.755102236286581
Etv5,1.7575039632396734
Etv6,1.7644663854368554
Exosc1,1.740971322039974
Extl2,1.8403277065946775
Eya1,1.807332044784715
F13a1,1.819119588676626
F730043M19Rik,1.7261156331260301
F8,1.7333470764298944
Fabp3,1.6374793975719846
Fabp5,1.7612304623171986
Fads2,1.7613296005925643
Faim,1.7648089888931784
Fam102a,1.68230051665567
Fam122a,1.7561752559973849
Fam129a,1.7606526025420426
Fam151b,1.8527179431965608
Fam162a,1.8781883729649664
Fam163b,1.745768386279035
Fam184b,1.7441902103307623
Fam189a2,1.7119974624881344
Fam20b,1.7337986446777003
Fam216a,1.7523581241858806
Fam228b,1.7393650296564307
Fam234a,1.6639323031382522
Fam241a,1.7355123703323896
Fam3c,1.7371087299350394
Fam71d,2.060595235769346
Fam76a,1.7142445015974042
Fam78b,1.7420178343568624
Fan1,2.148643494095014
Fancc,1.709871043510753
Fancl,1.713000177546133
Fancm,1.7795124423021316
Fbxo16,1.7131427241525186
Fbxo30,1.7620147101536563
Fbxo32,1.738905435474954
Fbxo36,1.750466694075239
Fbxo4,1.7770496607891704
Fbxo45,1.7127711344859553
Fbxo7,1.7366668177688263
Fbxw17,1.7386597677785665
Fcf1,1.7312858918964498
Fdps,1.7484282634593615
Fech,1.7207097404800777
Fgd5,1.7633899293123496
Fgd6,1.7342664233938554
Fhad1,1.7629093475018156
Fhl2,1.7307362986880488
Filip1,1.7289884932487491
Fkbp1b,1.7476220025504208
Fkbp4,1.7710015347099637
Flna,1.7260481959681098
Flrt2,1.7389862797711506
Flrt3,1.737627891656413
Flt3,1.7458351050362575
Fndc5,1.7685060338491136
Foxn2,1.7311854960751354
Foxo1,1.9051672504712205
Foxo3,1.6276904077104812
Fpgt,1.7623450300953676
Fsip1,1.788775626921164
Fxyd6,1.7927679179330158
Fzd3,1.650503237825828
G2e3,1.7606726480493842
G630016G05Rik,1.7426081467599226
G6pdx,1.8961659762129184
Gab1,1.763287813097919
Gab3,2.16935589605682
Gabarap,1.6929201130262004
Gabpa,1.7603902944047936
Gabpb1,2.0355252234676633
Gabpb2,1.7482552327524719
Gabra4,1.7379798946371898
Gabre,1.8230478334765967
Gabrg3,1.7380724785385617
Gad2,1.7891713200003752
Gal,1.7381253128529448
Galc,1.733870815032831
Galnt12,1.7268515051043496
Galnt16,1.816165267620292
Ganc,1.8208300313460775
Gart,1.768312291805011
Gas7,1.7528128077008789
Gatad1,1.7563820694556755
Gatad2a,1.740127591491535
Gatb,1.7505041590188135
Gatm,1.7429203404188747
Gbe1,1.7689388472800796
Gcfc2,2.0698619136666543
Gch1,1.7456327872310777
Gdpd5,1.5430742501168695
Gemin5,1.7429015672032706
Ggact,1.919862645857863
Gid4,1.930804549099473
Gin1,1.6917280759111653
Gipc2,1.7421177877470295
Gk5,1.7045970438110687
Glb1,1.7637707132140337
Gle1,2.435654396224347
Glis3,1.7650014387271924
Glra1,1.7224101156335159
Glra3,1.6245802392432358
Glt1d1,1.6583000786735662
Glul,1.7364409002537748
Gm10069,1.733825323019743
Gm10544,1.734957439698942
Gm10649,1.7209872686340328
Gm10785,1.7378708338372915
Gm11099,1.677553136129096
Gm11454,1.7724447775212637
Gm11508,1.752200298314806
Gm11638,1.7435816582762522
Gm11817,1.7353913835876558
Gm11906,1.7379082164289212
Gm12092,1.774587308884219
Gm12258,1.7204809875291327
Gm12353,1.6656087279718126
Gm12371,1.756345450305692
Gm12709,1.7435099431222174
Gm13830,1.7803451402179888
Gm13844,1.6863452569045383
Gm13936,1.8528120043904677
Gm13986,1.7275326551149919
Gm14280,1.7438476779785481
Gm14418,1.7036955709636823
Gm14532,1.72731804793
Gm14634,1.708600857552389
Gm15155,1.7320803199995767
Gm15246,1.799117617809184
Gm15270,1.8914357380869093
Gm15283,1.7616593221919086
Gm15398,1.7675233719073788
Gm15738,1.7420389414075201
Gm15991,1.812385628307298
Gm16036,1.7549536866293165
Gm16091,1.6995942323753435
Gm16351,1.7472874328520838
Gm16759,1.754063682376125
Gm16794,1.6322303206779871
Gm16897,1.618750261520968
Gm17092,1.7791584390743436
Gm17435,1.7376951180581481
Gm17484,1.7209666183605346
Gm19265,1.800410696240309
Gm20033,1.7445805516600057
Gm20045,1.7277592534566446
Gm20743,1.7744935094451526
Gm2115,1.7790637815695671
Gm21887,1.7606170921957602
Gm2447,1.787273251219456
Gm2516,1.7858333223380558
Gm26608,1.8847917566301942
Gm26760,1.742219613807303
Gm26843,1.74860374772213
Gm26879,1.963724864577058
Gm26901,1.7477125491484145
Gm26910,1.7578401897039968
Gm27188,1.7332050165974577
Gm2762,1.7294059137963318
Gm28050,1.7436541871977438
Gm28154,1.7216030061444767
Gm2824,1.7441154683064826
Gm28403,1.7076460347864837
Gm29088,1.718441651773713
Gm29266,1.7341170420063603
Gm29674,1.7450041280923683
Gm29724,1.7270421465020314
Gm30054,1.738720238168993
Gm30524,1.6403286784064535
Gm31282,1.744049402570298
Gm32014,1.7090426955639553
Gm32442,1.7231062636819483
Gm32509,1.7648166407424486
Gm32569,1.7332054383854876
Gm32647,1.65977852582258
Gm32856,1.7372409245565927
Gm32926,1.7092996697911402
Gm3294,1.7225242941812156
Gm34907,1.7624448919793236
Gm35438 ENSMUSG00000118020,1.7398937373820578
Gm37035,1.724882054847122
Gm38413,1.849850819572967
Gm38604,1.7571051691278095
Gm40437,1.7630475317050296
Gm40841,1.695275634136939
Gm4107,1.7959349018986506
Gm41077,1.7479082448650902
Gm41333,1.7442435171064878
Gm41414,1.746449744505244
Gm41760,1.7928859086663527
Gm41804,1.7456061737847037
Gm4221,1.7353275950371099
Gm42413,1.7298447341342762
Gm43696,1.6382865516118519
Gm44129,1.7298214133439909
Gm44148,1.9199651125569042
Gm44777,1.73277286489992
Gm44992,1.7556543229302692
Gm45321,1.7575914515785942
Gm45352,1.7389136301120727
Gm45447,1.729903344083938
Gm45645,1.696100784634329
Gm45871,1.8391365535702826
Gm46367,1.923694868640981
Gm46430,1.7573312776425578
Gm47271,1.8766429899660706
Gm47283,1.6987405771908184
Gm47962,1.7112961525804782
Gm48091,1.7786440211219272
Gm48321,1.7314545358015176
Gm48383,1.8660726288813985
Gm49890,1.7214918244800883
Gm50240,1.7433842377171558
Gm5165,1.7619244118546011
Gm5820,1.7238270787514822
Gm6225,1.7507580875669866
Gm7072,1.651183952214132
Gm7160,1.9659857431745038
Gm7854,1.7442766791532103
Gm960,1.7420041983774814
Gm9725,1.7621880383507036
Gm9828,1.7806945079907077
Gnb4,2.346487813565474
Gng12,1.7205732249017271
Golph3l,1.7068287057137068
Gpam,1.7493085432796598
Gpatch11,1.7215525438890256
Gpc5,1.7282030280123302
Gpkow,1.716982335558909
Gpr137c,1.7754379749475833
Gpr155,1.7289837926753449
Gpr68,1.7392767357744956
Gpx3,1.742089712022587
Gramd3,1.759767216373488
Grem2,1.7481184141047286
Grin3a,1.737920875905024
Grk4,1.7685807485617018
Gsg1l,1.6584013459693119
Gsk3a,1.7584553705108126
Gsr,1.7773216037060817
Gss,1.7375334983951214
Gstcd,1.7591413572340158
Gtf2b,1.7764827581398661
Gtf2e1,1.692282083081324
Gtf2e2,1.7283104278282073
Gtf2ird2,1.6949999851010282
Gucd1,1.7159438768160524
Guk1,1.7802521892151042
Gulp1,1.7279999553589418
Gusb,1.7017553582509477
Gys1,1.7274814731139119
Gzf1,1.8555800559671918
Gzmk,1.729048813733669
H2afy2,1.7502366499018387
H3f3a,1.75141292970358
Hacl1,1.620697557802913
Hars,1.7135389619892254
Haus6,1.736627970246787
Hcn1,1.8017390638658737
Hcn2,1.7474470716815529
Hddc2,1.7918828557632906
Hdgfl2,1.7207695329701131
Hdx,1.9142344919686627
Hells,1.7933219699139027
Herc6,1.7615671508419846
Hfm1,1.6916886345049813
Hgsnat,1.7599452001268352
Hhat,1.7145160006710967
Hic2,1.7430040061017256
Hint3,1.6958303045606558
Hip1,1.7685514147847525
Hist1h2be,1.7384469576015669
Hist3h2ba,1.7601297855136482
Hmgcl,1.7395107990899716
Hmgn1,1.7490957832317955
Hmgxb4,1.729595203461921
Hmox2,1.7490232903126097
Hnmt,1.762561002042871
Hook2,1.727974293262543
Hpcal4,1.7399169933742042
Hs3st4,1.733635905454732
Hscb,1.8154818914153346
Hsd17b2,1.7441327716161779
Hsd17b7,1.7507769620312739
Hsd3b7,1.6566301693335144
Hsdl2,1.7458424581934944
Hsf5,1.859583531752768
Hspa13,1.737322361534782
Hspb11,1.7212707282979671
Hspbp1,1.7209446559733297
Htatsf1,1.7388316741926793
Htr2c,1.7313945118816532
Hunk,1.7220859857589532
Hypk,1.7433244800556424
Id2,1.7840622015280867
Id4,1.7596100485993984
Idh1,1.7445933904463895
Ifi27,1.769606556719533
Ifnar1,1.917107141384825
Ifnar2,1.7528490573395856
Igbp1,1.7447789257166793
Igsf21,1.6901316969298967
Igsf9b,1.74113757450147
Ik,1.765748728846832
Ikbip,1.7480408915914847
Ikbkg,1.7377386629510834
Ikzf2,1.7465237166612413
Ikzf4,1.7268788751539914
Il15ra,1.7459206645729655
Il17d,1.644075047661703
Il17rd,1.727315422599145
Il1rap,1.9446045657287434
Il1rapl1,1.855225464265057
Il1rapl2,1.7012503210669552
Impg2,1.7497710432693754
Ing3,1.6694918466531603
Ints7,1.751160050940118
Intu,1.781437811081014
Ipcef1,1.766382664597042
Iqch,1.655894500875337
Iqgap2,1.7590880339387918
Irak1bp1,1.7707194070350718
Irf3,1.7273342088303125
Irs1,1.8000628423542318
Irs2,1.7954053581136802
Itfg2,1.7306168044546
Itga3,1.7420632919835015
Itgb3bp,1.7238137916088905
Itgbl1,1.743939333005979
Itprid2,1.7544433795699153
Ivd,1.7875876200390226
Ivns1abp,1.9516284220387337
Jade3,1.7409764614579772
Jpt1,1.7972023770415124
Jpt2,1.816244532030966
Jund,1.6870940414405653
Junos,1.7436845018879268
Katnal2,1.7540989530963065
Kcna1,1.7425977380332092
Kcna2,1.6816541739003268
Kcnd2,1.7597563766106548
Kcnh5,1.7798023463283725
Kcnmb2,1.7397916588740947
Kcnq5,1.759281360424202
Kctd16,1.741308968897403
Kctd9,1.734290436540867
Kdelr2,1.6395006308017677
Kdm4a,1.7738158916811755
Kdm5d,1.6854751416177165
Kdm6b,1.8321188443411478
Khdrbs2,1.7651381051081216
Khdrbs3,1.690759136698717
Kif17,1.7452336175155736
Kif6,1.768169077846138
Kif9,1.763238084840829
Kirrel3,1.7481346776003346
Kit,1.747376427572176
Kiz,1.699573011943094
Klf3,1.752311579141844
Klf6,1.7540147205257588
Klf9,1.7432504214747642
Klhdc1,1.7622009990955043
Klhl11,1.7469999014558533
Klhl13,1.7737895786580598
Klhl20,1.7429321910684885
Klhl23,1.680922877350034
Klhl5,1.7833829059267847
Klhl8,1.7798486960068054
Klhl9,2.0262790736645204
Knop1,1.7254537492958362
Kremen1,1.7353457099373815
Krt222,1.6668969167641297
Ksr1,1.7290774881337603
Kyat1,1.583008003901481
L2hgdh,1.786103913414047
L3mbtl4,1.7575128504762398
Lactb,1.7473403938633767
Lage3,1.7527850882262839
Lama2,1.6900653836593373
Lama3,1.5997539829564407
Lamtor1,1.706776036535508
Lamtor2,1.729547514837004
Lancl2,1.8065716930515645
Lancl3,1.8122030353940566
Laptm4b,1.809877399683279
Larp7,1.696234147485808
Lbh,1.814791020628531
Lca5l,1.7544531643069425
Ldb2,1.7209272513845217
Ldb3,1.7814211451892994
Ldha,1.7152764596469399
Lgi2,1.662034091499362
Lgi3,1.7124123843849737
Lhfpl3,1.747982408112198
Lig3,1.7376364752203066
Lima1,1.8295290197511493
Lin54,1.6866021969483522
Lipa,1.6663793885692737
Lipo3,1.7588903717087603
Lix1,1.7084712176670216
Lix1l,1.7413474298746896
Lmln,1.8365039059803616
Lmnb1,1.7490089157171105
Lncenc1,1.7326780143962677
Lnx1,1.7278221989530156
Lonrf1,1.7420931971996492
