gene,std
Atp8b4,1.904124730279465
Rbm20,1.902819025204908
4930598N05Rik,1.90176587358152
Trpm3,1.9016451227996838
Man2a1,1.9007974061649775
Sema5b,1.9007755174957088
Zswim5,1.8990122957899496
Aoah,1.8987775875037871
Stpg2,1.8981270895287699
Gpr137c,1.8981148884890784
Lnx1,1.8971209434319725
1110019D14Rik,1.8961659762129184
Ptprk,1.895095593017846
Pantr1,1.8928130009836663
Crispld1,1.8916520653577782
Pparg,1.8914357380869093
Sidt1,1.890741933872612
Nrp2,1.887748202467903
Gab3,1.8877321536780072
Npr3,1.8850521919037972
Slc16a10,1.885019458140088
Sfmbt1,1.884904083924354
Pde3a,1.8847917566301942
Pir,1.883018357179807
4930452B06Rik,1.8823048142798833
Chd7,1.8814751144348918
Rbfox3,1.8804291904602923
Foxo1,1.8800291855082005
Ndst3,1.8785374679377087
Nos1,1.8781883729649664
Tmem196,1.8781689953479865
Adgrv1,1.8776446799213067
Agbl1,1.8766429899660706
Gm40437,1.8756766769844742
Onecut2,1.8737258601298483
Lrmda,1.873579466529309
Col6a5,1.8710267808625882
Sh3bgrl,1.8694333533286356
Zbtb7c,1.8690524868594207
Sash1,1.867960938366895
Mobp,1.867112364851435
Pde8a,1.8660726288813985
Rad51ap2,1.8648436845204879
Gm4221,1.8635597094221061
Gm26760,1.8634882980890888
Gm34907,1.8628533514389833
Lancl3,1.8626813661774115
Sh3kbp1,1.8624186067201591
Stk32b,1.8622375298339888
Gm14280,1.862037240181406
Gm15246,1.8609379345344117
Sugct,1.8600389114277827
Trmt9b,1.859583531752768
Gm7854,1.8594596900337235
Tnr,1.8574987611860339
A330040F15Rik,1.8572400158076456
Gm5820,1.8569717030090738
Ptpn3,1.8568420865984336
Pcgf5,1.8563110827893776
Etv1,1.8562983111300178
Gsg1l,1.8555800559671918
Tiparp,1.85529800151216
Arhgap10,1.855225464265057
Lpin2,1.8532046142681118
Cntn3,1.8528120043904677
Srrm4,1.8527179431965608
Ldb2,1.8518588671899339
Socs2,1.8513157890945908
6030443J06Rik,1.8508383449404264
Dnah7b,1.850428557397861
Flrt2,1.8501358580313605
5033406O09Rik,1.8499411457841781
Col18a1,1.8499358988882697
Gm44992,1.849850819572967
Pls3,1.849422173451874
Tle1,1.8488878678512783
Adra1a,1.8479103512935457
Il1rap,1.8477628090792317
Gal,1.8470669311878312
Agtr1a,1.8456716032046625
Grk4,1.8450126889733842
Col25a1,1.8449306153685494
Uchl1os,1.8437651590649673
Popdc3,1.8431493267767405
Ahr,1.8431272509361298
Zranb3,1.84253093405911
Maob,1.8422514597184447
Wars2,1.842216670188067
Nxn,1.8419204249507066
Dpf3,1.8418015674542332
Gad2,1.8417618097965291
Ryr3,1.8408826148126072
Plch1,1.8405233263674985
Alkal2,1.840481655860098
Gm28050,1.8403277065946775
Slc35f4,1.8393339879763095
Mcc,1.8392982867952425
A730056A06Rik,1.8391365535702826
Fam78b,1.8390760740738772
Dcbld1,1.8390311238040606
Ptger3,1.8386069037944484
Map2k6,1.8382298145446734
Skap1,1.837010225699452
Nova1,1.836904662566976
Prtg,1.8365039059803616
Junos,1.836470608358371
Rph3al,1.8364541496774216
Parp4,1.8353286257135035
Morc4,1.8346683521410703
0610040J01Rik,1.834513061223347
Kit,1.8344104361048763
Tanc1,1.8343119736801996
Gabra4,1.8340451103112405
Mgat5b,1.8328229265716662
Grem2,1.8325196256556207
Gk5,1.8323002988511523
Gm32014,1.8321188443411478
Nek7,1.831177171258375
Msra,1.8302481643602286
Slc7a14,1.8301513978542416
2010300C02Rik,1.8301014711575831
Gm20743,1.829802676800656
Usp3,1.8295290197511493
Abca13,1.8292563075626114
Phox2b,1.8291636826166877
Shld2,1.8289993066241335
St3gal6,1.8288685798740825
Hunk,1.8285556319507117
Fsip1,1.8280281818776964
A830018L16Rik,1.8279305591938282
Arhgef33,1.8277836402160188
Gnb4,1.8276033847380828
Cdh4,1.8273804494579873
Adcy8,1.826870477157537
Zdhhc15,1.8260111323905406
Slc39a12,1.825520854436296
Bicc1,1.825307821626757
Col24a1,1.824791790793416
Gm15398,1.8246293262505155
Gm32926,1.824622049378895
Rbbp8,1.8245885090744105
Pros1,1.824497161731931
2700069I18Rik,1.8235603621212453
Cntln,1.823482692865833
Pls1,1.8234642689209108
Pla2g4d,1.8232542220442105
Strip2,1.8230478334765967
Slit1,1.822676727480827
Stard4,1.8221318268728086
Vstm2a,1.8216810953564841
A330102I10Rik,1.8214062192664657
Slc44a1,1.820872822423003
Creb3l2,1.8208300313460775
Scube1,1.8204703602199706
Nek10,1.8204427262215122
Pitpnc1,1.820072640163985
Dse,1.8194348273843637
Zswim7,1.8194059687277115
Tgfbr3,1.819119588676626
Rcor1,1.8187133901146757
BC067074,1.8186290723836456
1700016P03Rik,1.8175225733482887
Rnf128,1.8171454648901497
Sntb2,1.816244532030966
Cald1,1.816165267620292
Csmd3,1.8157924028500836
Chrna6,1.8154818914153346
Slit3,1.8152375748626555
Man2c1os,1.814791020628531
Brinp3,1.814566704795182
Gm2824,1.8141958585482831
Rad50,1.8137749876378355
Zhx2,1.8133064107235077
A530072M11Rik,1.8130502357678475
Nedd9,1.8129190044747783
Tpd52l1,1.812513817236894
Cfap61,1.812503353681221
Ret,1.812385628307298
Tmem26,1.812380477357512
4930509J09Rik,1.8122969268338394
Tmem266,1.8122030353940566
Slc22a23,1.8114869959896702
Klhdc1,1.8110511118079506
Cryl1,1.8101781787690574
Abcb7,1.8100232847378628
Peak1,1.809877399683279
Arpp21,1.8092992463202817
Zbtb46,1.8091623578117675
Zfp711,1.8087957348425374
A630089N07Rik,1.8083568798604022
Pla2g7,1.8075383845478414
Hfm1,1.807332044784715
2310016D03Rik,1.8073172856318693
Slco4c1,1.8072382663397952
Lin54,1.8068641437056496
Nrg4,1.8065716930515645
Ptprj,1.8064627805951126
Ubxn11,1.8059106754170182
Ccdc171,1.8056574754515484
Itgbl1,1.8051883674145635
0610043K17Rik,1.8049895256524653
Syt2,1.8045125140262381
Nox1,1.804073125050374
Atp2b3,1.8037231073707483
Oma1,1.8036951586042567
Gramd3,1.803631339342669
Nubpl,1.8036276624479788
Impg2,1.8032814392881924
Pcolce2,1.8032247428725134
Fgd6,1.8031896799468652
Taf4b,1.8030516294670773
Fam129a,1.8027593061149076
Glra1,1.8019979319837856
Gm32569,1.8019485123777947
Ptpre,1.8017390638658737
Cerkl,1.8016081843925154
Cracr2a,1.800410696240309
2900060N12Rik,1.8003768369970194
Msrb3,1.8002073619773682
Neto2,1.8000628423542318
Samd5,1.7997618221413647
Gm11454,1.7994222317102915
Vgll4,1.799117617809184
Rhobtb3,1.7991159591989618
Reck,1.7990122702305573
Ddb2,1.798908201597256
Zbtb40,1.798349855401975
Susd1,1.7981305208761558
Tmem178,1.7981163370910538
Plekhh2,1.7978976809693192
Galnt16,1.797814379476812
Cep85l,1.7977631510305334
Diaph3,1.7974985527968441
A230072E10Rik,1.7974502523489262
Tmlhe,1.797268161337168
Tango6,1.7972023770415124
Rnf227,1.796998252553655
Spata6,1.7967342416703866
Adcy1,1.79661868988322
Cdk5rap2,1.796483471370395
Myh14,1.7959349018986506
Gm14634,1.7956615492480652
4930432B10Rik,1.79558157293881
Sall1,1.7954053581136802
Zfp934,1.7949268014821373
Acot11,1.7948170417395968
Ripor2,1.7948088130433282
Trf,1.7946450013710125
Crem,1.7944115558099485
Sytl5,1.7941948065546112
Sh3yl1,1.794133178279605
Foxo3,1.793912840771389
Myo16,1.7933219699139027
Abcc8,1.7928859086663527
Nxph1,1.7927679179330158
Crlf3,1.7926539647343245
4930412C18Rik,1.7926087990631332
St8sia6,1.7925548249492427
Shc3,1.7924876067111344
Vldlr,1.792118880628703
Ppargc1a,1.7920690600080744
Gm2447,1.791950919890898
Cfap46,1.7918828557632906
Lix1,1.7911589404351738
Mb21d2,1.7902078056340271
Fhl2,1.7901396866033086
Tceal9,1.7900211471928766
Plpp3,1.7899902606916587
Pik3cb,1.7899509096938062
Mlh3,1.7899041741783106
Nhlrc2,1.789824020109369
Mxi1,1.789404114865785
Mest,1.7891713200003752
Adamts2,1.789171120518144
Zmiz1os1,1.789145505616132
Taf9b,1.7891343413045016
C1galt1,1.788775626921164
Lama3,1.7884663578777253
Bdnf,1.7884139147262863
Aven,1.7882048840324587
Cdyl,1.788041014642503
L3mbtl4,1.7879334267544431
Cbfb,1.7875876200390226
Kif6,1.7873986611401043
Dera,1.787273251219456
Hsd17b7,1.7872166618438634
Cemip2,1.7871698158575813
Tspan2,1.787144955568192
Alg14,1.7870567581674477
Brwd3,1.7869860483153241
E230001N04Rik,1.7869069066068763
4930571N24Rik,1.7866587058333632
Gm37035,1.7865188076314584
Ksr1,1.7861860587360283
Nectin1,1.786103913414047
Kctd16,1.7860790390564418
Cdkl5,1.7860055298267192
Cfap44,1.7859711431845904
Gm30524,1.7858333223380558
Sparc,1.7857992527933824
Mettl15,1.7856366887791366
Sfr1,1.7852982543439417
Shisal2b,1.7851307560951066
Itgb3bp,1.7850017727695426
C030034L19Rik,1.7848918583218234
Gm13986,1.7848856236499957
Tjp2,1.7848076926448642
Slc12a1,1.7843163882930928
Glra3,1.7840622015280867
Smad9,1.7834397252104084
Rassf1,1.7834367745922721
Gm48091,1.7833829059267847
Hhat,1.7833028539483873
Pard6g,1.7832804385106338
Gm13936,1.7832632827809831
Fbxo16,1.7831494090850426
Glb1,1.7831213517605202
Katnal2,1.7830351407186833
Gm26901,1.783034602820808
Rgl1,1.7828596229751426
Actn2,1.7828396030686815
1700087I21Rik,1.7826045135349389
Pkib,1.782535828861296
Disp1,1.7822308267732572
Lima1,1.7822062285323577
Bcorl1,1.7819119101935612
Gabre,1.7818798943132166
Pdk1,1.7818774096999523
Fancl,1.781459559339659
Clgn,1.781437811081014
9230112J17Rik,1.7814211451892994
Cep83os,1.7812872871239847
Prcp,1.7806945079907077
Gm11906,1.7804646530467225
Ccdc57,1.780412696522824
Shq1,1.7803451402179888
Cdr2,1.7802521892151042
Commd1,1.780176781502919
Lrrc6,1.780162665649825
Ehd4,1.7800186882824496
Erbb4,1.7799976230944952
Hells,1.7799629151670404
Gm29724,1.7798486960068054
Slc7a5,1.7798023463283725
Zbed5,1.7795124423021316
Gm28403,1.7794522187773325
Gbe1,1.7794189612825393
Lpcat3,1.7791584390743436
Etv6,1.7790637815695671
Stk10,1.7786482742941714
Blm,1.7786440211219272
E430024P14Rik,1.7783951650105059
Ctnna1,1.7782083147362926
Atad2,1.778012866576529
Cpt1a,1.7777471078231302
Atad5,1.7777163924611092
Bcor,1.7773827350336606
1500009L16Rik,1.7773563478249603
Mical2,1.7773216037060817
mt-Atp8,1.7772305901476422
Pcx,1.777188059481922
Dus4l,1.7771377250304223
Tent5d,1.77710614968805
Hip1,1.7770496607891704
Fzd3,1.7769874198137507
Ccdc58,1.7768380119790674
Dglucy,1.7767923425663295
Fam162a,1.7765926949132878
Calca,1.7764827581398661
Acat2,1.7764709397828335
Sulf1,1.7761415308590036
A930005H10Rik,1.7759049546855477
Entpd3,1.7757188329001468
Ankrd33b,1.7756951875875118
Fhad1,1.7754960359566756
Gdpd5,1.7754379749475833
Igsf21,1.7752877627679162
Arl4a,1.7748347207526356
Sgms2,1.7747727997672937
Rab43,1.774587308884219
Gm10069,1.7744935094451526
Nab1,1.774238158786056
Ppa1,1.7742376627194456
Cpped1,1.7739146236092895
Mpzl1,1.7738293380624557
Pdgfd,1.7738158916811755
Dpy19l1,1.7737895786580598
Bche,1.773714576934103
Zfp618,1.7736102060566608
Foxn2,1.7735728092091019
Malt1,1.773288485712719
2310058D17Rik,1.7731926152075854
2610316D01Rik,1.7730023074367152
2610002M06Rik,1.7729632464079534
Rdh11,1.7728273587271062
Tgfa,1.7724447775212637
Phka2,1.7724274532321993
Ctsl,1.7723941586510905
Lypla1,1.7722318224671947
Ascc1,1.7722087332609024
Ppp2r5a,1.7719475626756986
Nrn1,1.7719214982564813
Amigo2,1.771829542037393
Elk3,1.771753755889254
G630016G05Rik,1.7717134730231194
Macrod1,1.7716513320885126
Cradd,1.7713455733402863
Mex3c,1.7712690585436381
Pms1,1.7711245998141543
Cyth3,1.7710015347099637
Gzmk,1.7709955727823203
Bag1,1.7709624848359171
Pot1b,1.7708108177361326
Orc6,1.7707194070350718
Il17rd,1.7706170254845788
Mllt3,1.7706141668280244
Ptma,1.7705832480775046
Taf7,1.7704416370040603
Asah2,1.7702060505488275
Idh1,1.7700541574298525
Eif1ax,1.7699638412357883
Saysd1,1.7698994662463328
Pik3r3,1.7696199704097693
Gm15991,1.769606556719533
Traf6,1.76960616956376
Ass1,1.7695689597372655
Ephb1,1.7695385336055132
4930503L19Rik,1.76950788714418
Lmln,1.7693983199066978
Apaf1,1.7693471079887715
Abhd3,1.7692683651656649
Gm49890,1.7691152252279434
Gm29674,1.7690361442915854
1110046J04Rik,1.769004082071085
Znrf2,1.7689388472800796
Tm4sf1,1.7689325071184214
Pcsk2os1,1.768754627107712
Napepld,1.7686097275208537
Stk33,1.7685807485617018
Rai2,1.7685516614885473
Arhgef10,1.7685514147847525
Bet1,1.7685060338491136
Sox11,1.7684216258174208
Mab21l2,1.7683673848792092
Ttc26,1.768312291805011
Gm29266,1.7682952313762437
Nefm,1.7682259716811133
Amotl1,1.768169077846138
Acot13,1.7680464349071026
Pcbd2,1.7676013436875597
Tmem47,1.7675484155725896
9530062K07Rik,1.7675233719073788
Stxbp3,1.7674523665585309
Klf3,1.7673574473037978
Srbd1,1.7672397151608894
Gid4,1.7671694783576646
B130034C11Rik,1.7671627405598365
Rcc2,1.7669568252383496
Rab3ip,1.7668622643655563
Nim1k,1.7668094853585374
Gm31282,1.7668081524626498
Dlg3,1.7666865978941013
4933406C10Rik,1.7666639405477222
Dnajb1,1.766382664597042
Snw1,1.7660670214696714
Pou6f1,1.7658570457688183
Jund,1.765748728846832
Klhl5,1.7656400344024172
Efcab2,1.7655904586527171
Zfp81,1.7655879328237967
Gm40841,1.7655229222426367
Slc35g2,1.7654804982065413
Chd3,1.7654543185385485
Fam151b,1.765432229632967
Fancm,1.7653367761207561
Hsdl2,1.7653342191963395
Gtf2e1,1.7652250753313723
Arhgap42,1.7651381051081216
Gcfc2,1.7650014387271924
Tmem91,1.7648166407424486
Alkbh2,1.7648089888931784
Ydjc,1.7646390997641708
Ubtd1,1.7646224506653374
Tceal3,1.7645396469913224
Klhl8,1.7644663854368554
Tbc1d30,1.7643606415312982
Cbwd1,1.7643043959647289
Cd59a,1.7642537520832733
Efcab6,1.7641026235629438
Actn1,1.764050997914629
Tgoln1,1.7637707132140337
Acot9,1.7637464412094557
Il15ra,1.76365914165293
Yae1d1,1.7635682063223734
Msh2,1.7635583074284737
Galc,1.763549203335289
Tor1aip1,1.7635443038478562
Slc7a8,1.7635426422898965
Tctex1d1,1.7634145782226134
Klhl23,1.763395354105348
Mad1l1,1.7633899293123496
B230307C23Rik,1.763376133681544
Pak6,1.7633530433062026
Tes,1.763287813097919
Ankrd49,1.763238084840829
Slc16a7,1.7630972982174153
Klf9,1.76307133555215
Zfp976,1.7630475317050296
Dgka,1.7629482449815408
Laptm4b,1.7629389381368872
Smyd4,1.7629094920527817
Gm16036,1.7629093475018156
Mettl8,1.7628609006112963
Prxl2a,1.762776739578663
Gm11099,1.7627104598525651
Aldh9a1,1.762690459790766
Nhlh2,1.762621812908779
Il17d,1.7625909015720276
Irs1,1.7625876966581984
Bag4,1.762561002042871
Fam20b,1.7625260167226806
Plek,1.7624979816767792
Spred3,1.7624448919793236
Sdhaf3,1.7623450300953676
Creg2,1.7622265773188797
9530077C05Rik,1.7622009990955043
Tmem126b,1.7621880383507036
2700049A03Rik,1.7621061089831167
4930428E07Rik,1.7620751496328362
Gtf2ird2,1.7620147101536563
Tmc3,1.7619244118546011
Fam189a2,1.7617942133176692
Mrpl38,1.7617797667200303
Apol10a,1.7617735702244062
Uck2,1.7617485011031664
Iqgap2,1.7617312048513916
Tsen2,1.7616593221919086
Gm38604,1.7615941061963156
Ppp1r16b,1.761576455527522
Irs2,1.7615671508419846
Krt222,1.7614589524395627
Cep57l1,1.7614302331662963
Qrsl1,1.761373859760927
A930007I19Rik,1.7613726134874934
Fam163b,1.7613559592882382
Wscd2,1.7613296005925643
Myo18b,1.7612304623171986
Pccb,1.761223506640977
Ofd1,1.7611997396640204
Jade3,1.7611561297440907
Nudt13,1.7610028970564264
Shisa4,1.7609777753305524
Gm44129,1.7606726480493842
Gm13830,1.7606526025420426
Coq3,1.7606275858412919
Dusp16,1.7606170921957602
Zcchc4,1.7604581561131827
Fam3c,1.7603902944047936
Gm12092,1.7601626476101688
Nek3,1.7601297855136482
Ercc8,1.7600986154219815
Ctps,1.7600787778657245
Cep97,1.7600051371803702
Galnt12,1.7599913314748743
Rasa3,1.7599452001268352
Pstpip2,1.7599252007466422
Xndc1,1.759767216373488
Hsd17b2,1.7597563766106548
Thumpd2,1.7596281280119541
Tmem192,1.7596100485993984
Mipep,1.7595372831100395
Ss18,1.759489343616178
Rasgef1c,1.759482617611373
Fabp3,1.7593464496184852
Nop14,1.7593200239124813
Trim67,1.759281360424202
Gch1,1.759273249858824
Prkra,1.7592404478454318
Runx2,1.7592143371267075
Cggbp1,1.7592062218758238
Fam234a,1.7592048254723334
Spon1,1.7591413572340158
Fbxw17,1.7591330770900029
Hook2,1.7590880339387918
Mcub,1.758922645560162
Lactb,1.7588903717087603
Prorp,1.758841039353228
Lipo3,1.758721273690183
Ebf4,1.758678356691229
Rnf141,1.7584553705108126
Samhd1,1.7582924695823081
Mthfd2l,1.7581906969258756
Asb13,1.7581306974922744
Purb,1.7581237220542205
Zbtb9,1.7580758176170375
Zfp354c,1.7580055168024886
Gm45645,1.7579191931784535
Med21,1.7578401897039968
Tmed8,1.7578293696642322
Nol8,1.7578037276513745
Gm32509,1.7577085975425832
Tarsl2,1.7575914515785942
Gm10544,1.7575498488406562
P4hb,1.7575287176201304
Thy1,1.7575128504762398
Aff1,1.7575039632396734
Ccdc187,1.757421563756331
Tmem35a,1.7574106624328638
Sv2b,1.7573312776425578
Zbtb1,1.7572970277144369
Slc1a2,1.7571126732293403
2610021A01Rik,1.7571051691278095
Cplx2,1.7570318640461196
Pim2,1.7570120409275403
Eya1,1.7569642661465734
P2ry12,1.75694888650335
Rbm41,1.7567418533263541
Gm38413,1.7567329299672136
Aifm3,1.7567168394218862
Dap,1.7566903684249657
Dbi,1.7566750208412218
Aldh1l2,1.7565742377268043
Slc9b1,1.7564276543339492
Pdia4,1.7563820694556755
Gas7,1.756368922122799
Fgd5,1.756345450305692
4430402I18Rik,1.7563092837376473
Rgs4,1.7562970044820252
Pop5,1.7561752559973849
Fdps,1.7561686256040423
Prkag1,1.7561515726450159
Rhbdd1,1.7560938137423858
Ptch1,1.7560803759277506
Rab40b,1.7560531073868602
Plekhh1,1.7559498680487704
Nme2,1.7558812111224515
Trmt61b,1.7558579456473444
Ppm1d,1.7557606821036829
Ikbip,1.7557248232782043
Bex1,1.7556915527094294
Pknox1,1.7556735970433264
Fan1,1.7556543229302692
Phax,1.7555283619891824
Pxmp4,1.7554444882380693
Lage3,1.7553174204532367
Rwdd3,1.7552840434912365
Brinp2,1.7552226534937831
Tmem237,1.7551893334514526
Cds1,1.755102236286581
Adamtsl2,1.755100095491266
G2e3,1.7550526383433684
Zfp248,1.7549536866293165
Cdh9,1.7549360250084685
Ralgps2,1.7546739422868571
Spryd7,1.7545694474593059
Hspa13,1.7545661553584826
B3galnt1,1.754527701943358
Arid3b,1.7544531643069425
Cngb1,1.7544433795699153
Tmod1,1.7543337612996035
Zmat2,1.75429260550883
Gm42413,1.7541584029491684
Them4,1.7541234100869145
Adat1,1.7540989530963065
Ccdc77,1.754063682376125
Rgs20,1.754063319468605
Nsrp1,1.7540476722544842
Rbpj,1.7540454810605057
Atg4d,1.7540147205257588
Npc2,1.7538449683412587
Ttc39aos1,1.7538378548796545
Omg,1.7537468666255747
Twistnb,1.753743411574933
Slc39a6,1.7536253083902997
Fech,1.753511648396913
Hddc2,1.7534841349963757
2810032G03Rik,1.7534134746802772
Extl2,1.75338173215425
Ccdc173,1.7533513563626024
Bend4,1.7532744525413675
Snx15,1.7532197437212205
Zcchc9,1.7531362274910536
Cyb5d2,1.7529529592747195
Ero1lb,1.7528806598941402
Pbx4,1.7528490573395856
Slc22a4,1.7528450773026816
Casp8ap2,1.7528287578314525
Dennd2a,1.7528128077008789
Fxyd6,1.7527850882262839
Nfatc2,1.752686048509244
Fbxo36,1.7526841283740149
Cisd1,1.752599248615615
Socs4,1.7525945432824745
Ninl,1.7525264356053318
Nup50,1.7524309320725553
Psmd9,1.7523581241858806
1700084C06Rik,1.752311579141844
Ostm1,1.752283367284862
Pcyox1,1.752200298314806
Sall3,1.752183127044127
P4ha2,1.7521569481797068
Cd164,1.7519870461608669
Gm27239,1.7519754207975018
Kiz,1.7519454907379377
Jpt1,1.751909952025651
Atic,1.751863725548643
1700066B19Rik,1.7517662520399202
Cyp4f17,1.751764258671801
Zswim3,1.7517397752041042
Uchl5,1.751707180863327
Zfp57,1.7516534796031749
Sfxn4,1.7516298073792826
Zfp438,1.7515246466576286
Ccdc88c,1.7515165717407961
Cda,1.7515051826166752
Lipa,1.7514177196871656
Bcl7c,1.75141292970358
Ermp1,1.7512576222624159
Pwwp3b,1.751198279994487
Nap1l2,1.751161987372576
Gm9725,1.751160050940118
Pgp,1.7511382880200428
Pdha1,1.7511192903177548
Ldb3,1.7507995265036285
Gtf2e2,1.7507769620312739
Cemip,1.7507580875669866
Gm20045,1.7507126712367886
Fam122a,1.750621866982618
Sned1,1.75058425055223
Zfp777,1.7505041590188135
Vps37d,1.750466694075239
Hcn2,1.7504545631260071
Txndc17,1.7504272749396348
Gm4107,1.7503623560238029
Sept1,1.7502366499018387
Gm26658,1.7501443199052142
1110002L01Rik,1.749936421659489
5330439K02Rik,1.7499293549491737
Cyp20a1,1.7498617567755188
Neb,1.749807860934502
Fabp5,1.7497883682918387
Rbmxl1,1.7497710432693754
4930444A19Rik,1.7497357065976906
Tctex1d2,1.749681211110633
Trappc13,1.7495543205821558
Rpl27,1.7494959013723985
Ndufc2,1.7493085432796598
Taf1a,1.7492698712883403
Smim19,1.7490957832317955
Tmem9,1.7490753368135625
Gm17484,1.7490232903126097
Pygo1,1.7490089157171105
Taf6,1.7488971059158527
Intu,1.748880176514584
Tmem189,1.7488183431504392
Arhgef25,1.7487813055410413
Gabpb1,1.7487298022166726
Cd55,1.7486955271056703
Recql,1.74860374772213
Gm11817,1.7485667161181715
Dcp2,1.7485328341222428
Lrrtm2,1.748512926796785
C9orf72,1.748485966100579
A430033K04Rik,1.7484282634593615
Alg13,1.7482726183478177
Gm3294,1.7482552327524719
Stmn4,1.7482045454419193
9530051G07Rik,1.7481988648910072
Rp2,1.7481422370511628
Mre11a,1.7481346776003346
Cep19,1.7481226776945709
Pgap2,1.7481184141047286
Pnrc1,1.7480944052318967
Ikzf2,1.7480672264571175
Rpl18a,1.7480408915914847
Iqch,1.747982408112198
Eef1akmt1,1.7479248784767365
Irf3,1.7479082448650902
Aldh5a1,1.7478917244325818
Mal,1.7478325345487478
Lyrm4,1.747786175664941
Cgrrf1,1.7477332990387495
Nap1l3,1.7477137158788845
Tm7sf3,1.7477125491484145
Rgs3,1.7477001970426962
Daglb,1.7476220025504208
Gemin5,1.7476133409673642
Taf13,1.7475621421495735
Gpr68,1.747499096759938
Hars,1.747484902854477
Bnip3,1.7474470716815529
Plppr3,1.7474434875979317
Ptgds,1.7473803735695237
Panx1,1.747376427572176
Reep3,1.7473413732686045
Rps25,1.7473403938633767
Wnt5b,1.7472874328520838
BC065397,1.747225389251725
Adcy3,1.7471879783641346
Vav2,1.7471179163436468
Cnbd2,1.7470222503509936
Bmper,1.7469999014558533
L2hgdh,1.7469964960623359
Itprid2,1.7469760079731196
Zdhhc9,1.7469515317499011
Flna,1.7469490953803795
Tdrkh,1.7468593886218802
Cdh7,1.7468066956205677
Msantd3,1.746760608640526
Dph5,1.7467182343205878
Erh,1.7466196281938213
Dnajc25,1.7466189869018336
Sept10,1.7465674134368838
Sirt1,1.7465614185235223
Txn1,1.746531800219775
Gm16091,1.7465237166612413
Abhd4,1.7464694903482154
Gys1,1.746449744505244
C030047K22Rik,1.7464437365886372
Tgfbr1,1.7463332047560893
1700123M08Rik,1.7463152445194676
Hspb11,1.7463118828914619
Fam184b,1.746308759417279
Nr6a1os,1.7463004377793847
